headlines,date
Virginia Tech names leader of future Alexandria campus,02-03-20
Yield-Curve Inversion Is Sending a Message,02-03-20
Alphabet Reports Earnings Today. Here’s What To Expect.,02-03-20
Fourth Season of Emmy-Nominated Amazon Original Kids Series Annedroids Will Debut March 3 on Amazon Prime Video in the US and UK,02-03-17
Wall Street Poised for Rally After Upbeat Jobs Data,02-03-17
"Company News for Feb 3, 2020",02-03-20
Amazon could redesign Whole Foods stores to accommodate online grocery delivery orders: KeyBanc,02-03-20
Goldman Sachs in talks with Amazon to offer small business loans - FT,02-03-20
Will Theme Park Attendance Aid Disney's (DIS) Q1 Earnings?,02-03-20
"Goldman, Amazon in talks to offer small business loans - FT",02-03-20
Goldman Talks With Amazon on Potential Small Biz Online Lending Platform,02-03-20
"Market Chatter: Amazon Plans Expansion of Physical Stores, General Growth Properties CEO Says",02-03-16
Goldman Eyes Offering Small-Business Loans in Deal With Amazon,02-03-20
Market Chatter: Goldman Sachs in Talks With Amazon To Offer Business Loans In the US,02-03-20
"S&P 500 Movers: HanesBrands Slumps 15%, Leads Losers; Macy's Adds 7%",02-03-17
"Stocks Grind Off Lows as Bounce in Oil, Dovish Dudley Fuels Rebound",02-03-16
"Goldman recommends big tech, dismisses signs of bubble",02-03-20
Mid-Day Update: U.S. Stocks Rise After Strong Jobs Gain; Mining Shares Weak After China Data and Money Tightening,02-03-17
"Amazon -3%; targets recalculated, broadly reiterated at buy",02-03-17
Midday Update: Wall Street Weighed Down by Services-Sector Data,02-03-16
HQ2-inspired Virginia bill that could have forced deals between developers and unions dies,02-03-20
"US Stocks Continue Slide as Data Weighs, Yahoo! Drags Down Tech Shares",02-03-16
"Goldman Sachs Considers Small-Business Lending Deal With Amazon, Report Says",02-03-20
"Q4 Earnings Scorecard and Analyst Reports for Amazon, Pfizer & Others",02-03-20
"How Apple, Amazon, and Other Tech Giants Could Avoid a 2000-Style Dot-Com Bust",02-03-20
Buffett on Aesop and Cinderella,02-03-20
U.S. Justice Dept meeting state AG offices Tuesday to discuss Google - sources,02-03-20
Goldman Sachs and Amazon may soon be in the banking business,02-03-20
"Snap, Spotify & Twitter Earnings Previews: Buy These Consumer Tech Stocks?",02-03-20
"Sector Update: Weak Results, Outlook by Amazon Keeps Consumer Discretionary Stocks Underwater Friday",02-03-17
Today's Pickup: Amazon Taking More Logistics Work In-House; Steer Clear Of The ATL,02-03-20
General Growth CEO walks back Amazon comment,02-03-16
"After Hours Watch List Scorecard: DECK, MCZ, DATA, AMZN",02-03-17
Stock Market Bounces Back From Friday's Rout; FANG Stocks Revive Despite China Woes,02-03-20
Markets Rally After US Payrolls Surge With Nasdaq at Record High,02-03-17
Amazon reissued confidently at Guggenheim Securities,02-03-17
4th-Quarter Update: David Carlson's Elfun Trusts,02-03-20
Alphabet Cracks the Lid on a Black Box That’s Still Too Opaque,02-03-20
3 Dividend-Paying Stocks for Investors to Buy to Fight Off Market Uncertainty,02-03-20
Amazon Testing Online Platform To Let Merchants Shop For Loans: Report,02-03-20
How Buying On Amazon.com Works,02-03-20
Bezos asks U.S. judge to dismiss lawsuit by girlfriend's brother - Bloomberg,02-04-20
Bezos asks U.S. judge to dismiss lawsuit by girlfriend's brother: Bloomberg,02-04-20
Amazon Invested $15 Billion and Launched 225 New Tools and Services in 2019 to Help Worldwide Third-Party Sellers – Mostly Small and Medium-Sized Businesses – Grow and Thrive,02-04-20
Disney Reports Earnings Today. Here’s What to Expect.,02-04-20
"Virginia Tech Innovation Campus’ new director on working with Amazon, hiring top talent",02-04-20
Paytm Rolls Out New Gadgets Targeting Retailers and Merchants,02-04-20
Dyson Reveals Patents for Headphones That Purify Air Around You,02-04-20
Amazon fails to officially join $1 trillion club for a fourth time,02-04-20
"Alphabet shares decline on revenue miss; YouTube ad, cloud revenues finally revealed",02-04-20
Goldman (GS) Mulls to Offer Loans in Partnership With Amazon,02-04-20
"Hey, Microsoft and Facebook — it’s time to do what Google just did",02-04-20
"The Zacks Analyst Blog Highlights: Amazon.com, Procter & Gamble, Pfizer, Southwest Airlines and Humana",02-04-20
"What Are FANG Stocks, And Should You Invest In Them?",02-04-20
Amazon should buy Redfin for data - Susquehanna,02-04-19
Snap earnings preview: Momentum is still on its side because of ad growth,02-04-20
Amazon Expands in Santa Barbara and Announces Plans to Create 150 Tech Jobs in Central California,02-04-20
"IMDb Takes Fans Behind-the-Scenes at Elton John’s Legendary, Star-Studded 2020 Academy Awards Viewing Party With Live Party Coverage and Analysis Co-Hosted by Aisha Tyler and Dave Karger",02-04-20
"“Alexa, Play Spotify”: Spotify Now Available on Amazon Echo",02-04-16
Pharmacies & Drug Stores Industry Outlook: Prospects Mixed,02-04-20
EBay's stock surges after activist Starboard calls for sale of Classifieds business,02-04-20
"Thinking about buying stock in Amazon.com, Micron, Nio, Rite Aid, or Scientific Games?",02-04-20
Jennifer Lopez and Shakira’s music sales spike after their viral Super Bowl halftime show,02-04-20
Justice Department's Delrahim recused from Google antitrust review,02-04-20
REFILE-Alibaba-backed fund to build HQ in Saudi 'media city',02-04-20
Amazon Reports $15 Billion of Investments in 2019 to Help Third-Party Sellers,02-04-20
Why We Like the Mid-Sized Category in the Fast-Moving Consumer Goods Space,02-04-20
"Amazon expands Alexa tech hub in Santa Barbara, to create 150 new jobs",02-04-20
What the Tesla Share Price Can Teach Us About Investing,02-04-20
General Growth Properties CEO Says His Remarks on Amazon Stores Don't Reflect Amazon's Plans,02-04-16
Spotify Reports Earnings Tomorrow. Here’s What to Watch.,02-04-20
"Google Parent Alphabet Likely to Report Earnings Above Consensus, Revenue In Line After Monday's Close",02-04-19
"John Hussman Buys Amazon, Facebook",02-04-20
"Amazon promises 100,000 electric delivery vans in the next 10 years",02-04-20
Slack Stock Surges After an Analyst’s Bullish Call. Why It Looks Like a Potential Takeover Target.,02-04-20
Latest E-Commerce Market Share Numbers Highlight Amazon's Dominance,02-04-20
"Enterprise Cloud Adoption Rates Rising With Microsoft, Amazon Leading Ahead of JEDI Award",02-04-19
Most Interesting New ETFs,02-04-20
"Tesla Soars Again, Disney Earnings Preview & Buy Microsoft Stock - Free Lunch",02-04-20
Amazon taps Dallas-Fort Worth for new fulfillment centers,02-04-20
Amazon Finally Closes Above $1 Trillion After Months of Flirting,02-04-20
Amazon buys its first HQ2 site. Here's how much it paid.,02-04-20
"Amazon is officially worth $1 trillion, joining other tech titans",02-04-20
"Market Chatter: Netflix, Sonos, Activision Blizzard Shares Up on JPMorgan Recommending That Apple Buy Those Cos.",02-04-19
Amazon appoints Starbucks COO to board,02-04-19
Jeff Bezos sold nearly $2B worth of Amazon shares in two days,02-04-20
Virginia confirms buyer picked for CIT site in Herndon,02-04-20
Buy this Cloud-Based Business Services Stock After Earnings on Strong Growth?,02-04-20
Is Amazon pursuing an office in DFW that could employ hundreds?,02-04-20
Jeff Bezos just sold $1.8 billion in Amazon stock,02-04-20
French online retail sales seen reaching 115 bln euros in 2020 - Fevad,02-05-20
Bezos sells $1.8B worth of Amazon stock,02-05-20
JD.com to take on Amazon in Europe,02-05-18
Market Chatter: Amazon's Plan for HQ2 in New York City Meets Resistance After Critic Nominated to Regulatory Board,02-05-19
"Spotify posts 29% jump in premium subscribers, beats estimates",02-05-20
Is Macy’s Too Macy’s to Save Macy’s?,02-05-20
Amazon target raised on long runway,02-05-20
CORRECTED-Amazon's AWS to invest $236 mln in Brazilian state of Sao Paulo over next 2 years,02-05-20
Amazon one-day shipping is a hit with shoppers – and it cost less than the expected $1.5 billion,02-05-20
Amazon settles with French tax authorities,02-05-18
"Analyst Actions: Citigroup Raises Amazon.com's Price Target to $2,400 From $2,200, Reiterates Buy Rating",02-05-20
Amazon's AWS to invest $236 million in Brazil to strengthen cloud infrastructure,02-05-20
"Under Armour Dumped Its App, and Consumers Feel the Heartbreak",02-05-20
Carrier Selects AWS as its Preferred Cloud Provider to Drive Digital Transformation,02-05-20
Kannalife Spokesman Nick Lowery Wins 2018 CNBC Stock Draft,02-05-19
IMDbPro and Box Office Mojo Reveal the Top-Grossing Films in January 2019 and the Most Anticipated Films Opening in February,02-05-19
"Market Morning: Intel Goes Smart, Amazon Keeps Climbing, Coronavirus Delays Trade Deal",02-05-20
"Timing the Market, Is it Possible? - February 05, 2020",02-05-20
Jeff Bezos Sells $1.8 Billion of Amazon Stock in Two Days After Surge,02-05-20
Apple holds 6% of U.S. smart speakers - report,02-05-19
Market Chatter: Amazon.com Settles Tax Dispute With France,02-05-18
Amazon Made It Happen And Gained The $1 Trillion Club Membership,02-05-20
"Smart Speakers' Popularity Surges With Amazon, Google Leading as Apple Lags on Affordability",02-05-19
Tesla Euphoria: Signal of a Market Top?,02-05-20
United Technologies' Carrier Picks Amazon Web Services as Cloud Provider,02-05-20
"Amazon roundup: Audible advanced book rights, Premier League auction this week",02-05-18
Disney's weapon against Netflix and Amazon in India: Hotstar,02-05-20
Kimco to break ground on second Pentagon City residential building near HQ2 after first leases up,02-05-20
"FB, AMZN, other Internet stocks down big following LinkedIn's earnings",02-05-16
Movie Deja Vu- Coronavirus,02-05-20
"Apple sold the most tablets in Q4, Amazon gained most market share",02-05-18
Amazon pumped the brakes on office leases last year,02-05-20
"Texas AG says break-up, all other remedies on the table in Google probe",02-05-20
Amazon.com CEO Jeff Bezos Disposes of Shares for Gross Proceeds of $1.8 Billion,02-05-20
CIA Opens Competition for Lucrative Cloud Deals to Amazon Rivals,02-05-20
Market Chatter: Amazon.com Renews Credit Card Relationship With JPMorgan: Reuters,02-05-16
Here are Disney’s hurdles in becoming an international streaming sensation,02-05-20
Baby Skill Activity launching for Alexa,02-05-19
"Amazon pushes into baby Skills, products",02-05-19
"GrubHub Acquisitions, Partnership With Yum! Brands May Boost Shares 60% Even as Investments Bite",02-05-19
Tesla Launches New Online Store on Amazon,02-05-19
Amazon Launches API for Alexa Skills Focused on Baby Care,02-05-19
Market Chatter: CIA to Invite Bids for Lucrative Cloud Contracts,02-05-20
Tesla Stock Has Tripled In Just Six Months. Here’s What the Company Could Do Now.,02-05-20
Tech Daily: The Google Story & Much More,02-05-20
3 Cheap Stocks Under $10 to Buy As Market Shakes Off Coronavirus Fears,02-05-20
Peloton’s Miss on Quarterly Sales Outlook Overshadows Its Growth,02-05-20
Why Lyft Stock Looks like a Buy Ahead of Q4 2019 Earnings,02-05-20
Foxtrot raises $17M to reinvent the corner store,02-05-20
Alphabet Misses Wall Street Sales Targets,02-05-20
"Market Chatter: Google's Ad Tools Become Focus of DOJ Anti-Trust Probe, Texas AG Says Break-Up on the Table",02-06-20
Tesla Is a Stock-Picking Nightmare. Or Is It a Dream?,02-06-20
Should iShares Russell Top 200 ETF (IWL) Be on Your Investing Radar?,02-06-20
"2-Time Olympic Gold Medal-winning Snowboarder Shaun White to Release Memoir on Audible First, HMH Print Publication to Follow One Month Later",02-06-18
Amazon Announces First Iowa Fulfillment Center,02-06-20
"Amazon Crossing To Publish a True Crime Story From the Archives of Stieg Larsson, the International Best-Selling Author of The Girl with the Dragon Tattoo",02-06-19
"Amazon Announces First-Ever ‘Amazon Future Engineer Teacher of the Year Awards,’ Awarding Seven All-Star Teachers $25,000 Prize Packages for Exemplar Work with Students Across the Country",02-06-20
Kreos Capital Has Launched EUR 700 Million (USD 800 Million) Kreos Capital VI,02-06-19
"IMDbPro Adds New Features to Its Recently Launched iPhone App and Reveals the Top 10 Stars, Movies and TV Shows IMDbPro Members Have Viewed on the App Since It Launched",02-06-18
Dennis Quaid Performs Tom Wolfe’s The Right Stuff for Audible,02-06-18
Announcing Audible’s Most Wished-For Audiobooks of Valentine’s Days Past,02-06-17
Intercontinental Exchange says eBay looks more like exchange world than e-commerce,02-06-20
Google’s Cash Cow Search Business Is Being ‘Hollowed Out’,02-06-20
"Zacks Market Edge Highlights: Amazon, Tesla, Beyond Meat, Ferrari and Tilray",02-06-20
"Investors Alert: Option trades for Amazon.com, Deutsch Bank, Fortinet, Hewlett Packard Enterprise Company, and Transocean",02-06-17
Huawei Sues Verizon in U.S. for Multiple Patent Violations,02-06-20
Financial Advisors Focusing On Tesla and These 4 Other Stocks,02-06-20
UPS And Amazon: Made For Each Other?,02-06-20
Avaya (AVYA) to Report Q1 Earnings: What's in the Cards?,02-06-20
Can Amazon Help Snap Beat Instagram?,02-06-20
Amazon will overtake MELI in Mexico - HSBC,02-06-19
Some US Shoppers Dislike Amazon But Use It To Get Free Shipping — Survey,02-06-20
Why Amazon Is Spending $1B on a Doorbell Company,02-06-20
"Likely Irish kingmaker Green Party eyes aviation tax, megaprojects",02-06-20
"Amazon creating 15,000 jobs in Seattle suburb",02-06-20
U.S. trade panel opens patent probe into Google speakers after Sonos complaint,02-06-20
Amazon could sell Twitch streaming tech - The Information,02-06-20
‘We Didn’t Lose Our Minds.’ Intercontinental Exchange’s CEO Explains the eBay Deal That Wall Street Hates.,02-06-20
This is how Tesla ranks compared with other popular technology stocks,02-06-20
"Tesla, Tesla, Tesla: Where Does The Rally End?",02-06-20
FedEx and UPS fall after report of Amazon delivery push,02-06-18
"Amazon to Create 15,000 Jobs in Washington State Amid Worker Expansion Plans Across US",02-06-20
"Architects selected for Potomac Yard overhaul, Virginia Tech campus",02-06-20
"FedEx, UPS Shares Drop After News of Amazon Parcel Delivery Move",02-06-18
"Amazon plans 15,000 more jobs in Bellevue",02-06-20
Market Chatter: Amazon Considers Selling Access to Twitch Streaming Tech,02-06-20
Market Chatter: Amazon.com Considering Mostly Automated Store with As Few as 3 Employees,02-06-17
"Stocks Climb, Uber Earnings Preview & A New Strong Buy Tech Stock - Free Lunch",02-06-20
U.S. corporate giants condemn anti-LGBT laws as economic 'risk',02-06-20
"Thanks to Amazon, the cloud war is a fight for third place",02-06-20
"Tech Daily: AAPL Wearables, MSFT Leadership, GOOGL Pressures, More",02-06-20
"EBay closes Managed Delivery pilot program, removes webpage about it",02-06-20
Jeff Bezos has now sold nearly $3.5 billion in Amazon stock over the past week,02-06-20
Bezos’s Sales of Amazon Stock Reach $3.45 Billion in a Week,02-06-20
So much for the techlash,02-06-20
The era of big M&A is over for Big Tech,02-07-20
These Are the 100 Most Sustainable Companies in America,02-07-20
Amazon cuts stake to regain India seller,02-07-19
"Amazon CEO Jeff Bezos Sells Over 900,000 Shares in Two Days",02-07-20
Bigger is Better in Payments: Worldline Not Done With Deals,02-07-20
Largest Seller On Amazon's Indian Website Makes Comeback After Restructuring Ownership,02-07-19
More than 33 Million Customers Have Used Amazon Payments to Make a Purchase,02-07-17
Jeff Bezos sells $3.5bn of Amazon shares in a week,02-07-20
Amazon Payments usage more than doubles in 2016,02-07-17
"The Zacks Analyst Blog Highlights: Apple, Amazon, Inseego, Aspen and Frontline",02-07-20
