Headline,Date
Chief Operating Officer Sandberg Sheryl Files To Sell $12.5M of FB on 6/22/16,06-29-2016
Officer Cox Christopher K Sells $1.7M of FB on 6/27/16,06-29-2016
Director Koum Jan Sells $157.3M of FB on 6/27/16,06-29-2016
Close Update: U.S. Stocks Rally Into Close as Oil Price Gains Outweigh Brexit Worries,06-29-2016
"Facebook Putting More Weight on Family, Friends With News Feed Changes",06-29-2016
Market Chatter: Facebook Wins Belgium Court Appeal Over Access to Website by Users Without An Account,06-29-2016
"Learn how to target a 20% return on Facebook, or get option-trade ideas on Cheniere Energy, First Solar, Seagate Technology and ConocoPhillips or any stock you choose",06-29-2016
"Software, Hardware, Communications Tech Sectors' Estimates Cut by Goldman on UK Impacts, Currency Rates",06-29-2016
Facebook target boosted on Libra potential,06-28-2019
Market Chatter: Goldman Sachs Exploring Digital Currencies,06-28-2019
"Instagram Stories hits 400M daily users, double Snapchat",06-28-2018
Court halves Oculus-ZeniMax payout to $250M,06-28-2018
Facebook Launches Instagram Lite,06-28-2018
Instagram Lite goes live on Google Play,06-28-2018
California set to vote on sweeping online privacy law,06-28-2018
Shareholder Koum Jan Ttee Butterfly Trust Files To Sell $900.9K of FB on 6/23/16,06-28-2016
Three breakfast reads,06-28-2016
"Analyst Actions: Deutsche Bank Lifts Facebook's Price Target to $230 From $220, Reiterates Buy Rating",06-27-2019
Sector Update: Most Leading Tech Stocks Higher in Thursday's Pre-Bell Trading,06-27-2019
Facebook bull raises on revenue acceleration,06-27-2019
Facebook-Owned Instagram to Introduce Ads on Its Explore Page,06-27-2019
Summit Insights gives Twitter Street-high price target,06-27-2018
Facebook Ends Internet Drone Project,06-27-2018
Facebook pulls plug on Project Aquila,06-27-2018
"Here's how Facebook is saying ""Thank You"" to a community of 2 billion people.",06-27-2017
Stocks Falter in US as Health Care Vote Delay and Tech Selloff Weigh,06-27-2017
Facebook crosses 2 billion-user line,06-27-2017
Market Chatter: Fox Says In Partner With Facebook to Stream Soccer Matches,06-27-2017
NBC to offer direct streaming of Premier League games,06-27-2017
Facebook Slips 2% - Hits 2 Bln Monthly Users,06-27-2017
"Midday Update: Market Averages Under Pressure on Tech Sell-Off, Fed VC Fischer's Warning on Asset Valuations",06-27-2017
Facebook partners with Fox to live stream soccer matches,06-27-2017
Energy and Financials Boost Blue Chips but Nasdaq Bruised by Tech Sell-Off,06-27-2017
Facebook deletes 66K hate speech messages a week,06-27-2017
"Net Neutrality Rules May Constrain Telecom Investment With Supreme Court Appeal Likely, Fitch Says",06-27-2016
Bitcoin Continues to Rally as Investors Pour into Cryptocurrencies,06-26-2019
"Alphabet, Facebook `Perhaps' Could Be Sued by Government, Trump Says",06-26-2019
Market Chatter: Brazilian Appeals Court Reportedly Reduces Fine Against Facebook to $6 Mln From $528 Mln,06-26-2019
"Twitter, Facebook dip after Trump comments",06-26-2019
Market Chatter: Facebook in Talks to Lease Space at NY's Hudson Yards,06-26-2019
"Facebook fights fakes in Mexico, Latin America",06-26-2018
Facebook Lifts Ban on Cryptocurrency Advertisements,06-26-2018
Market Chatter: Facebook's Instagram Estimated Value Tops $100 Bln If It Were Stand-Alone Co,06-26-2018
Tech giants announce counter-terrorism joint project,06-26-2017
"Market Chatter: Unilever Threatens to Pull Marketing Money from Facebook, Alphabet Unless They Can Show Online Ads Really Work",06-26-2017
Sector Update: Technology Stocks Firmer in Pre-Market,06-26-2017
"Market Chatter: Facebook In Talks with Hollywood Studios, Seeking to Produce TV Shows: WSJ",06-26-2017
Facebook is going Hollywood,06-26-2017
"Google, Facebook deploy automation to block extremist content",06-26-2016
Stocks End Lower as Fed Chief Raises Concerns Over Trade Dispute,06-25-2019
Facebook in talks for 1M square feet in Hudson Yards - report,06-25-2019
"Facebook Unveils Transparency Tools for Social Issues, Political Advertising",06-25-2019
"Fed to set high bar for Facebook's Libra, Powell says",06-25-2019
Facebook Starts Global Rollout of Transparency Tools for Advertisers,06-25-2019
Market Chatter: Facebook Agrees to Provide Access to Platform Users Engaged in Hate Speech in France,06-25-2019
"Market Chatter: European Central Bankers, Regulators Ask Facebook for More Information on Planned Cryptocurrency",06-25-2019
Facebook launches issue ad transparency tools worldwide,06-25-2019
Facebook to give France ID on users suspected of hate speech - Reuters,06-25-2019
Bloomberg: Instagram estimated worth $100B,06-25-2018
Mid-Day Update: Wall Street Meltdown Triggered by Efforts To Block Sale of US Tech Firms,06-25-2018
Mobile Game Developers Introduce Latest Mobile & Downloadable Gaming Apps Battling for Revenue Growth Opportunities in Multi-Billion Dollar Gaming Industry,06-25-2015
Importance of video growing at Facebook,06-25-2015
House panel sets hearing on Facebook currency,06-24-2019
Facebook's Clegg Prefers More Regulation Over Break-Up Calls,06-24-2019
"Facebook, Apple Among Top Tech Companies Facing Growing Risks of Antitrust Regulations, Fitch Says",06-24-2019
Facebook will face trial over 30M-user data breach,06-24-2019
"Thinking about trading options or stock in Bank of America, Celgene, Facebook, PG&E, or Square?",06-24-2019
Bank of International Settlements Says Facebook's Digital Currency Poses Risk to Global Financial System,06-24-2019
Senators pushing to force disclosure of tech user data value - Axios,06-24-2019
Chief Operating Officer Sandberg Sheryl Exer. Acquires $544.4K of FB on 6/22/16,06-24-2016
Facebook hires Google Fiber co-founder for connectivity team,06-24-2016
European Shares Hammered in Early U.S. Trade as Brexit Sends Markets Swooning,06-24-2016
Facebook makes Messenger available to non-Facebook users,06-24-2015
Instagram testing friend-only sharing lists,06-23-2017
Market Chatter: Facebook in Talks to Lease More Space in Dublin,06-23-2017
Facebook announces UK counter-extremism initiative,06-23-2017
"Facebook's Whats Up Messaging App In Talks With Indian Banks, United Payment Interface To Create New Payment Method",06-23-2017
Director Koum Jan Sells $2.2M of FB on 6/21/16-6/23/16,06-23-2016
Facebook takes out March highs amid Instagram/mobile ad news,06-23-2015
EU votes for tougher copyright rules,06-22-2018
Facebook discussing WhatsApp peer-to-peer payments in India,06-22-2017
"Facebook unveils new mission statement, tools focused on Groups",06-22-2017
Snap Map feature powered by $250M-plus purchase of Zenly,06-22-2017
Facebook won't release campaign ad data to political researchers,06-22-2017
"Market Chatter: Facebook, Disney Execs Eyed to Replace Ousted Uber CEO Kalanick",06-22-2017
Shareholder HS Trust Files To Sell $2.3M of FB on 6/14/16,06-22-2016
"InvestorsObserver releases covered-call reports for Facebook, JC Penney, Nike, Continental Resources and Nabors Industries",06-22-2016
Piper hikes Facebook target to $120; shares rise,06-22-2015
Sector Update: Major Tech Stocks Mostly Flat Pre-Bell Friday,06-21-2019
UK Central Bank Governor Says Facebook's Cryptocurrency Must Be Subjected to Regulation,06-21-2019
Uber eyeing Facebook's Sandberg for CEO spot - NYPost,06-21-2017
Facebook fights against potential Oculus sales block,06-21-2017
Vice President Fischer David B Files To Sell $1.2M of FB on 6/14/16,06-21-2016
Shareholder Koum Jan Ttee Butterfly Trust Files To Sell $30.8M of FB on 6/15/16,06-21-2016
Vice President Fischer David B Files To Sell $1.5M of FB on 6/13/16,06-21-2016
Officer Cox Christopher K Files To Sell $681.4K of FB on 6/15/16,06-21-2016
Shareholder Koum Jan Ttee Butterfly Trust Files To Sell $165.0M of FB on 6/13/16,06-21-2016
Officer Cox Christopher K Files To Sell $1.8M of FB on 6/13/16,06-21-2016
Facebook ups video game,06-21-2016
"SunTrust: Snapchat minor but growing threat to Facebook, Twitter",06-21-2016
Market Chatter: Facebook Signs Contracts Worth $50 Mln With Media Companies & Celebrities to Create Videos,06-21-2016
"Mondelez International Renews Global Pact With Facebook To Leverage Consumer Insights, Messenger",06-21-2016
Facebook's Instagram Snaps Up User Growth With 500 Million Active Each Month,06-21-2016
Facebook Climbs as 'Instagrammers' Grow to More Than 500 Mln; 80% of Community Outside US,06-21-2016
Instagram tops half a billion users,06-21-2016
"India key to Facebook's currency dreams, Jefferies says",06-20-2019
Facebook Reaches All-Time High - Instagram Achieves Milestone of 1 Billion Monthly Active Users,06-20-2018
Facebook Launching Test of Subscription Groups -- Hits All Time,06-20-2018
"Instagram hits 1B users, launches IGTV",06-20-2018
Facebook launching test of subscription groups,06-20-2018
Alphabet's Google Introduces 'Comprehensive' Job Search Tool With Focus on Personalisation,06-20-2017
Instagram Stories hits 250M daily users; Snap -2.9%,06-20-2017
Facebook shareholders OK stock shift that keeps Zuckerberg in charge,06-20-2016
Zuckerberg's majority control is up for vote,06-20-2016
"Senate hearing shows political risk for Facebook, Cowen says",06-19-2019
Senate panel sets Facebook crypto hearing for July 16,06-19-2019
#NAME?,06-19-2019
AMLO pitches universal internet with Facebook,06-19-2019
Cheddar: AT&T in talks to acquire ad-tech firm AppNexus,06-19-2018
"NYT's social media relations: Google's good, Facebook's failing",06-19-2018
MT Newswires' Opening Bell Momentum Stocks: FB,06-19-2018
IDC: VR and AR shipments will reach 100M shipped by 2021,06-19-2017
Snap +2.7% on Time Warner show development deal,06-19-2017
"S&P 500 tech sector up 1.47% led by Microsoft, Apple",06-19-2017
"Options Trades: covered-call reports for Cisco Systems, Facebook, Procter & Gamble, Walgreens Boots Alliance and Walmart Stores Inc.",06-19-2017
Stocks With High Sharpe Ratios Recommended by Goldman Sachs Amid Low Volatility in US Equity Market,06-19-2017
"SHAREHOLDER ALERT FOR FB, FAF, AND FLT: Hagens Berman Alerts FB, FAF, and FLT to the Firm’s Investigations of Potential Management Breaches, Encourages Investors to Contact the Firm",06-18-2019
MT Newswires After-Hours News Movers,06-18-2019
Support grows for hearings on Facebook's crypto plans,06-18-2019
Market Chatter: US Lawmaker Waters Says Facebook Should Stop Cryptocurrency Project Pending Review,06-18-2019
"Facebook to Launch Libra Cryptocurrency Next Year Available on Messenger, WhatsApp",06-18-2019
"Thinking about buying stock in Sotheby's, Beyond Meat, Facebook, MoneyGram, or VBI Vaccines?",06-18-2019
Sector Update: Tech Heavyweights Climb Pre-Market Tuesday,06-18-2019
Sector Update: Tech,06-18-2019
"US Futures Surge, Fed Rate Meeting in Focus",06-18-2019
MT Newswires' Opening Bell Momentum Stocks: FB,06-18-2019
Facebook to Launch Digital Currency Libra in 2020,06-18-2019
Facebook releases plan for Libra crypto,06-18-2019
Facebook +2% ahead of crypto launch,06-18-2019
"Should you buy stock in Apple, Facebook, Helios and Matheson Analytics Inc, Microsoft or AT&T?",06-18-2018
"Critical Alerts For Facebook, Baidu, American Airlines, BlackBerry and Starbucks Released By InvestorsObserver",06-18-2015
Stocks End Slightly Higher as Investors Wait for Fed Signals on Rate Policy,06-17-2019
Close Update: US Stocks Start the Week Slightly Higher Ahead of Fed Meeting,06-17-2019
"S&P 500 Movers: Align Technology Sinks 7%, Leads Losers; Corteva Jump 5%",06-17-2019
"Thinking about trading options or stock in Apple, Cisco Systems, Facebook, NVIDIA, or Uber Technologies?",06-17-2019
Director Koum Jan Sells $30.8M of FB on 6/15/16,06-17-2016
Three breakfast reads,06-17-2016
"From ""Thank You"" To ""Congrats,"" Here's How To Celebrate Father's Day On Facebook",06-16-2017
Sector Update: Tech Stocks On Track to Open Higher,06-16-2017
Facebook Says Uses Artificial Intelligence to Stop Spread of Terrorist Content,06-16-2017
"Pre-Market Briefing: US Equities Futures Point Modestly Higher; Consumer Sentiment, Housing Starts Data on Tap",06-16-2017
Facebook To Invest $750 Mln In New AL Data Center,06-15-2018
Facebook Communications Chief Steps Down,06-15-2018
Facebook leaning on A.I. to fight terrorist content,06-15-2017
Nasdaq Composite Index slips on tech weakness,06-15-2017
"OPTIONS: Option Implied Volatility for FANG Facebook, Apple, Netflix, Alphabet",06-15-2017
Vice President Schroepfer Michael Todd Sells $2.3M of FB on 6/14/16,06-15-2016
Vice President Fischer David B Sells $2.7M of FB on 6/13/16-6/14/16,06-15-2016
Officer Cox Christopher K Sells $1.8M of FB on 6/13/16,06-15-2016
Director Koum Jan Sells $164.1M of FB on 6/13/16,06-15-2016
RBC: Facebook's video ad opportunity on par with mobile,06-15-2015
"S&P 500 Posts 0.5% Weekly Gain, Led by Consumer Discretionary, Communication Services; Energy Weighs",06-14-2019
Sector Update: Tech Stocks Tumble After Broadcom Warning Sends Chipmaker Sharply Lower,06-14-2019
"Sector Update: Chipmakers Dragging Tech Sector, Broader Markets Lower",06-14-2019
"S&P 500 Movers: Broadcom Drops 7%, Leads Losers; Weyerhaeuser Adds 3%",06-14-2019
Market Chatter: Facebook to Increase Consumer Advertising in the Wake of Data Scandal,06-14-2019
Wall Street Sees Downbeat Session After Weak China Data,06-14-2019
Facebook more than doubling ad spend - WSJ,06-14-2019
Facebook to invest $750M in new Alabama data center,06-14-2018
Facebook's public face exits role,06-14-2018
"Thinking about buying stock in Adobe Systems, Advanced Micro Devices, Alibaba, Facebook or NVIDIA?",06-14-2018
Sports betting goes live in New Jersey,06-14-2018
Facebook Updates Safety Check - Users in U.S. to Have Option to Start Fundraiser in Safety Check,06-14-2017
Chief Operating Officer Sandberg Sheryl Files To Sell $12.8M of FB on 6/8/16,06-14-2016
"Facebook, Avago Technologies, Yahoo!, Macy's, and Consol Energy and more offer option-trading opportunities that offer returns of more than 20%",06-14-2016
Market Chatter: Facebook's Cryptocurrency Gains Backing from Major Companies,06-13-2019
"FB ALERT: Hagens Berman Alerts Facebook, Inc. (FB) Shareholders to Privacy Compliance Email Investigation, Long-Term FB Shareholders May Contact Firm",06-13-2019
"Visa, Mastercard, PayPal, Uber on board Facebook cryptocurrency - WSJ",06-13-2019
Stocks End Higher as Oil Futures Rise After Tanker Attacks in Gulf of Oman,06-13-2019
Privacy concerns boot Facebook from S&P ESG index,06-13-2019
Deutsche Bank sees Facebook streaming becoming $5B business,06-13-2019
"Facebook App Reportedly Gathered Personal Device Data, 'Deep Fake' Zuckerberg Video Won't Be Removed",06-13-2019
Cramer: AT&T judge sets 'blueprint' for Comcast/media buying spree,06-13-2018
Dutch Payments Specialist Adyen Almost Doubles on Trading Debut Following Strong Demand From Institutions,06-13-2018
Stock watch ahead of World Cup,06-13-2018
"S&P 500 tech sector, Nasdaq Composite Index nearly flat as pullback eases",06-13-2017
"OPTIONS: Option Implied Volatility for FANG Stocks Facebook, Apple, Netflix, Alphabet",06-13-2017
Subscription news at Facebook mobile,06-13-2017
Chief Operating Officer Sandberg Sheryl Files To Sell $12.9M of FB on 5/26/16,06-13-2016
Citron goes short Facebook,06-13-2016
"Update: LinkedIn Soars 50%, to Be Bought By Microsoft for $196 Per Share Cash; Microsoft Drops About 4% Off Halt",06-13-2016
Facebook activates Safety Check for first time in U.S.,06-13-2016
"Facebook Ordered to Give Data Privacy Records, Delaware Court Sees Possible Wrongdoing by Board Members",05-31-2019
